Product ID,Height (cm),Width (cm),Depth (cm),Avg Daily Demand,Product Category,Score
P59475,32.504928503458764,24.637065385708606,32.577853259069144,42.54152438699968,Clothing,6.134755796264601
P94091,34.137990974514985,31.85330721970079,35.6066142081858,31.884851075204402,Toys,90.43103719872735
P74769,24.194765501952773,29.784664536762598,19.779853006116838,91.04238051465803,Toys,79.0055305737551
P71926,30.488600703257042,21.99446876513383,25.99481785726546,39.70382219470887,Electronics,22.902507929180228
P96297,40.470983026121544,20.43947288799879,18.80003011682135,78.57385911608509,Food,39.224818132688895
P78211,26.723378534022316,,28.776489748217063,15.147142142813422,Clothing,26.863155161914285
P23112,34.979982912454496,18.280631757690117,14.242356127606797,90.80347700540939,Toys,98.44160341810665
P31646,26.629140288819606,17.601294429800955,19.189851351681444,37.39916818117513,Food,85.41964448055595
P96903,30.210038416327592,12.8704621966777,28.748014342913073,42.56742745280872,Electronics,93.02253026951026
P62766,32.08382807947552,19.889298031246103,9.797352658294646,37.66925190490481,Food,78.87742363754299
P04534,37.74634053429337,30.51931562867238,37.927018651353805,71.65710456314424,Food,45.634824107024755
P74114,42.130976999791834,16.07077002286316,6.803812240342474,59.24029706652023,Furniture,20.543424981468505
P58428,20.22444755201449,3.9691010847459722,28.819545440749113,111.26533731604192,Food,20.80801569097338
P66653,27.80328112162488,21.604553577847543,35.80478492626485,56.284102509433175,Clothing,15.1682848366677
P93000,9.74857413342393,11.570540646829167,34.06699575875679,,Electronics,54.6649550303397
P10893,35.7707212718054,20.001656519345577,31.183592162730246,12.234590530489342,Furniture,91.99665228636425
P85460,23.744372984904707,7.312133502096334,18.357486247047476,20.817064497199976,Toys,99.17980700457663
P46598,17.54261221288012,9.232162558026012,19.44122490759673,65.80693770997381,Toys,28.72998000367648
P06246,16.10427533236404,24.777825746027077,22.582188220212316,50.22088044270701,Toys,69.73145402967293
P32036,18.966333938261265,16.351033380206495,38.58217912064096,2.4166500089576672,Clothing,59.70980156103778
P62040,50.06092888159123,20.6198441481509,40.0963937902494,55.144079527711725,Food,48.89361168763111
P13828,36.09138120907177,14.027373227678089,20.286418275057205,45.072740449039046,Toys,66.57686438120413
P42731,29.178488216074314,25.45641652570096,19.77416527701444,79.28122158067839,Electronics,37.1363018980069
P17611,21.607824767773614,27.308677009865995,,19.831958729316028,Toys,94.44847750934495
P59395,26.73976467832159,19.17422597654003,35.751329984623574,9.76805860095294,Clothing,70.5448867706337
P41929,25.655037725676845,35.96533991827172,16.964912360573045,42.28099998146631,Clothing,75.42010919924448
P88127,26.786141583470066,20.868477646212185,23.659276212094326,27.23704226193875,Furniture,24.24220950060739
P29355,25.062434168386876,11.104263793806691,26.018264113477205,8.720157674019696,Toys,16.858200349761944
P79904,18.16741487334225,10.163603244380665,29.198907803051142,82.89641354690761,Furniture,39.4340793094323
P80376,26.1468640313824,14.460632161009151,29.986519940043166,45.30111439588002,Clothing,76.66724853361539
P66702,27.083062502067232,11.04306053368791,25.30996910535257,33.47054589385252,Toys,93.87959097528575
P75259,23.485819963855516,20.687144050346642,20.672495894392185,65.13745443432171,Toys,42.732982597400785
P94210,45.00759790634311,22.24509123592109,21.504877555289575,9.554688637175296,Clothing,77.41567924971659
P82226,30.030460201534144,7.866859604633671,26.727079622857325,14.103262141499407,Clothing,47.04076194668095
P11096,26.066611876726395,21.414566977115182,23.82945735801742,38.080302423459145,Furniture,29.52282495554638
P86871,30.760053914124114,13.565473922720061,22.418851878355575,65.49933337807902,Furniture,73.92651507258476
P15644,28.912398515431423,26.347909764417704,8.854967519188989,29.38957700901508,Electronics,79.82021339813272
P72109,47.02214944635238,26.21925882211609,20.521847515217075,50.761558339168154,Toys,20.284079408068024
P01522,14.493365689338674,23.8778625383558,24.19689261200696,3.6518795996972386,Toys,30.516950204533067
P47012,18.96791634278317,21.71770546536421,17.40108366535236,54.999674520795324,Food,49.47768434736622
P69224,38.89630795623437,15.061974507624615,23.886439483526473,43.38385312530388,Food,18.65218297668767
P41567,15.356251197901798,27.347635551539312,23.006380633430886,39.389427212989816,Clothing,92.88342987537925
P35191,10.403298761202244,15.73839328270471,26.53417393896914,40.899497975685975,Toys,59.133391256074844
P05950,42.62584103427182,39.29341340462737,25.011931198609666,38.180399562706384,Furniture,12.120327737169267
P34913,32.68592278863257,,7.453944540210696,6.2032391186385,Toys,18.40298646824621
P08564,31.503937864762076,22.241289270556855,19.92447260747581,35.774654746881055,Toys,95.43553453248444
P05486,38.33528961608925,32.58415780171885,26.896016186827996,13.006960849554346,Clothing,73.81685856966183
P85375,41.72729019259364,20.027004052777286,29.037721880630745,,Toys,73.44050845049861
P44920,27.658630430508193,16.374175605381797,12.980665878100979,61.382161928153295,Food,7.2498594005054535
P31726,4.089577078550903,,31.442854702218636,3.9464421822732234,Furniture,89.5298837708947
P27118,45.73986763290033,17.63928068609675,33.610328677470925,125.02701493802844,Food,44.37353625586046
P32652,20.621749600848773,18.06993876305166,18.907043753873218,46.140216609438326,Toys,65.97173226399262
P23156,29.75645407739017,22.939853323794434,8.333415415828071,72.60258390507292,Clothing,95.9689219114014
P27718,38.496020970210246,25.370720611603726,28.042211329915375,57.9280481493691,Electronics,10.00123803565569
P49520,34.40474737960399,31.450934254649468,20.537096451908656,65.71881536230204,Furniture,48.22764594865787
P44112,26.346784486878914,24.066149117396716,32.5569747798807,63.5288790432943,Electronics,4.961273666193177
P68946,34.73592430635182,28.239686540649288,38.45444404707912,75.13292664639768,Furniture,49.954542332371545
P98068,20.60120213672645,19.765897490520175,17.75530167232695,9.961681792693021,Clothing,25.225941048757107
P06196,23.902170956806177,19.45092763131625,36.55435173868205,50.022665223637865,Electronics,91.10655292738706
P65732,40.73631749859772,28.378541652971585,41.69952983314837,51.01708171047012,Toys,39.849249427308685
P90908,40.78680833431296,18.263863596605038,10.457018913305745,86.71846259438014,Toys,63.38724460520792
P85502,46.96456368290038,19.99433124338683,25.355023434166654,51.86994048857369,Electronics,86.0287264814549
P60938,21.646529467402427,15.261152354783572,27.920127439172653,66.67824354937527,Furniture,98.36918584171765
P01452,54.03415585238275,,22.815711269572464,44.94845232581442,Electronics,50.381937032854594
P08145,25.123937759275066,16.19023301164273,30.76488641567296,71.28057543365952,Clothing,45.57577028614559
P55901,18.753579081621307,37.85040116954106,21.37231609841472,89.75828271311113,Toys,7.573964529645871
P86677,29.877532271530853,25.665715386052458,33.223944592470275,76.06317501772313,Furniture,1.2738943337215036
P02753,35.839281853259635,18.15679428635386,5.234849610100483,90.53047257461,Furniture,60.880209249849614
P55148,38.949243769444415,8.805550601584468,8.265969055059482,61.94144649527787,Clothing,6.546435214764601
P26134,34.4426331148604,24.708426158165757,23.63457009780494,101.93508895301898,Electronics,38.037893703847324
P96702,29.29834288541353,15.219918442466867,26.62956468493974,31.84531293182008,Clothing,0.3606436106461497
P60452,30.59630369920174,17.349532934533418,25.16215184840002,54.96210980899113,Electronics,61.52274989656708
P23804,41.792971840638266,18.654849451321684,13.366371875629635,90.53342269960146,Electronics,42.54151604404962
P74550,14.84255885002768,9.178637713251725,,53.4230447667956,Toys,12.702076978628785
P28696,11.951178993354809,21.47079635802956,14.435080320319248,12.964640047328118,Food,29.63676068408221
P75268,19.07687235327421,18.585806695073742,12.772833862682731,70.92760911017598,Electronics,56.96606989719245
P09599,28.269281757161306,11.282935701260893,11.32980257418939,72.81518358752427,Toys,65.67133680099771
P76319,32.78994162223802,27.08185186391193,20.664106260158725,42.14725129336716,Food,46.23358796634468
P47891,12.39191188019224,20.746978994213208,19.798713008505604,51.227742461867685,Food,80.39591160909458
P02427,24.965243458838007,26.822189400977756,21.29656169894038,62.759639249903316,Electronics,11.24404117029857
P19187,32.67050265869259,26.7115240037569,21.554645293483283,4.698763640442436,Clothing,8.454572261240777
P15731,39.82690983945514,12.368484644826841,23.56573991068684,86.07729515675683,Electronics,4.424426901780832
P32224,16.795433869157236,27.885839965438905,18.590435222415607,,Furniture,53.582783944944225
P45908,27.90676322848134,12.72253266414533,30.81405568403096,20.598130944781577,Food,70.62317042344579
P39972,,-1.6258583439938974,30.429227505142542,83.11800640105722,Food,13.052139942252971
P80351,32.407531794885685,23.73336785572865,35.347048169908724,28.502795347276844,Clothing,63.89456218553925
P49813,15.933389031517777,27.373200895395676,11.732810811621048,62.71668447331958,Electronics,47.69477661895347
P38628,31.281044149107892,28.583824382128093,,95.46334425056743,Clothing,98.73445001511152
P66913,21.027456285141685,21.865729050108012,11.088431919783401,14.409907186704366,Clothing,71.74736092664115
P94584,20.606646061812455,29.975133724277754,19.640185583345268,46.72929740109608,Food,65.74733351916258
P95876,29.108799604872114,17.254461796020717,39.29764235239236,28.154842970905534,Furniture,57.04497348723445
P74744,34.43819428146229,32.89822606390916,35.68061158159598,30.037331056116184,Clothing,99.73661815497039
P52455,36.45375949585147,36.59266135799979,9.01589421356438,63.42181811206927,Toys,98.04591708545773
P49478,23.773004801794063,30.723603568185155,22.407650134701314,44.89225259612284,Electronics,53.811512549452154
P83589,47.269638512334055,25.859936822238417,17.39361437416457,109.74111255250713,Toys,45.51833473342617
P14991,42.669111491866225,18.900411882978464,17.07038497004837,5.082270644640666,Electronics,46.211492270175235
P83303,20.269310591184443,25.450876083543584,35.75932585742931,3.8176333957588895,Food,42.83423903233656
P38848,27.35343166762044,27.986487185183684,33.77781212630181,75.84309576898414,Food,53.13983069963222
P32282,41.906462747863415,10.65776358985652,34.225982373235965,13.718427481019944,Clothing,27.358426781437075
P27396,45.23029856408026,19.973004340712382,41.989188916061714,62.38996736413392,Electronics,92.67887831144266
P81789,22.81555778747564,27.755657604213894,31.110381610533505,33.144737019449025,Toys,49.023008146193526
P47023,27.742236995134643,24.656781627748927,20.83154774123141,82.22999014310732,Food,84.20078118386091
P19344,45.93186626639397,20.179727142496372,42.07990315071379,70.67493371223007,Food,47.530367466762
P44577,46.69021525289393,20.407101614848145,23.35687923058413,66.0924169967403,Electronics,71.8290273910243
P62769,34.770408272231215,8.411268682931647,18.657444079502046,34.00728793952501,Electronics,33.688196447658
P14497,26.89733243406544,14.24677344606064,16.159267776604167,23.766930549802456,Clothing,62.48068577332605
P63303,31.940899928983075,9.388222973511336,24.465263368547554,14.626753569114555,Food,49.83714454509194
P73992,26.154444557701748,15.92829099434001,17.68837885956322,29.39853970990114,Clothing,36.71142565336098
P05253,28.659828333270823,9.053479689337516,36.654870263352606,70.57573455825258,Toys,88.1556261068001
P47765,9.618754648221461,0.4894627337885673,27.061672193851322,50.94187596598329,Electronics,11.271168274890897
P23978,30.996513650876413,20.542844084219226,25.654124718964074,82.88209722432195,Clothing,48.692314831911034
P25453,20.10395179741419,10.553497477529241,17.49109259057576,41.78812243499718,Clothing,19.43690732661367
P79269,31.20295631711899,10.448599948807557,22.99772592899561,58.03530913599,Electronics,86.10550912175916
P56250,70.19010106206532,24.825499448658746,21.263076088852557,188.5545773996444,Food,25.34693447156634
P31356,33.33662105286948,10.889335057753847,11.685001991742483,101.12306234177353,Furniture,63.34303401118216
P32011,,22.58534171347825,29.081578412990208,65.02494773012634,Clothing,16.556351508535407
P71312,25.28961694381677,21.278851135979203,16.317651168243565,84.99111637007756,Furniture,40.49136694708366
P15112,51.439440893253256,26.3995352155364,13.4758998609778,58.72842093018456,Clothing,89.93571956493642
P11762,32.010990467149675,23.65824323692193,20.906847543600765,61.71098583186127,Furniture,16.606444440194046
P11130,26.078918468678424,1.0965405156652928,17.225053354692104,49.75660395164749,Clothing,66.31958253483397
P69884,33.74056569847572,18.793298307466436,15.175373450568078,9.320889654201082,Electronics,20.451037055595478
P15460,47.275431701007115,27.374412015818017,18.89221244835307,24.30954445156388,Clothing,41.574905253216585
P64784,28.273727000591805,39.41373189076418,33.391913838592004,39.0427706753046,Electronics,54.061688437459935
P81664,48.260097135469366,18.501367852749002,18.011507735562997,59.63874412272164,Food,57.73064181897478
P80981,31.910990680199035,33.387616722388294,39.53300911638866,24.453800606620433,Furniture,60.251133755315536
P44757,8.76104275690193,10.125209024960624,26.913166275689935,24.42839701777689,Electronics,64.01314153909222
P69613,,27.500561101012465,20.197597242047497,45.75411087986458,Food,27.176869767379753
P86372,28.13028697014554,4.57861936523512,21.97102669109644,42.04287378589393,Toys,40.136748571715906
P40783,34.93317900880889,27.095099120778404,25.93094316377296,37.625629643361904,Furniture,3.7318663575064415
P20713,31.53725105945528,14.578040235801188,8.051648127472745,88.17710488785708,Electronics,76.87569765313751
P19659,31.292211819752275,15.894291468227319,31.61173790913397,65.58076236913664,Food,83.70995017889024
P07127,25.59955513303016,20.985638454275886,27.08301330273015,80.88239302865978,Toys,19.923676348554554
P52453,32.610552721798896,36.459963757693586,30.25189872710699,88.73821517047637,Clothing,20.144396462968185
P17327,28.92969640045442,2.914606288170436,34.798926887950046,44.12904406559296,Electronics,4.203640219042071
P88743,31.704162223754878,18.727638316799588,22.143845569817188,32.26165971890883,Toys,97.03838227924875
P88255,30.917607765355022,14.123267385615605,27.106220089178333,33.008162263558305,Toys,80.71865681172291
P36836,29.790984060358518,5.5748825899524395,34.90739258580345,42.11759756940488,Food,36.070320290603206
P57425,25.881230338775325,13.445937122228017,24.709474500554766,16.354095577249176,Electronics,48.19082714698253
P85287,22.216952745976872,28.060109518695377,4.1547052332801115,78.73796165647052,Electronics,29.196696065086858
P77764,15.915387036364404,9.65381633703069,17.46771366583348,73.12250628856361,Clothing,59.724396832208434
P59984,44.46977884353733,21.840566073531217,17.29151586331721,25.847144569084737,Toys,71.73084123335083
P57729,35.5979044793104,16.2847659015249,29.179328771919167,98.56362918982603,Toys,44.73684779918721
P63376,30.405916912038823,28.360707792678028,19.363162514352936,12.573773167150122,Food,87.35941932916235
P06506,27.79030400466777,20.71664545004199,12.969471050116624,42.92866265429994,Clothing,51.702586221881
P25972,37.46253566027221,26.637859343033398,12.338664914522155,84.50802187694887,Electronics,14.425326907781077
P64503,16.401438590200808,9.603350104579219,36.92888898185571,4.053940542690711,Clothing,62.22913758376416
P44980,47.11708480142343,23.667093628411873,20.08562381064951,56.249675258767766,Electronics,46.22309659078026
P21702,32.23884024279131,18.47177789919865,33.05182468816485,74.50511034292944,Electronics,93.56718630817258
P08690,30.557249122886947,25.723050523529952,11.114786363113186,54.48793872556364,Food,39.189392093591344
P91870,16.64655641289899,14.57948278131476,22.059734081322723,69.77163031740258,Furniture,40.28657391501041
P44827,15.777462904023258,24.104683360778346,20.363034455725817,99.07393418407445,Food,65.07733897816102
P33199,23.534271157574736,25.800766294783976,38.771756789770166,43.36872609388848,Electronics,52.6986218326428
P32896,32.33785911790748,23.09058654249248,29.436878126630134,49.4631506897495,Clothing,37.444987753843485
P62611,19.7348470058894,29.356719939422188,27.018112700817625,14.287767929765295,Food,98.97744156800896
P63088,13.935536797424277,14.98626220328028,21.748204942294386,58.60322337147758,Furniture,30.218550999941684
P51944,24.817297817263526,20.493438798783775,14.945321844636979,73.52008337932244,Furniture,27.752879198502857
P02323,36.14166700043425,18.42129263754139,21.293589679327084,21.816102740420522,Clothing,86.44276285221034
P43151,35.639091200523595,10.139813481851927,22.78254937736907,71.49768019278955,Clothing,0.3372943550555507
P15499,27.65846625276664,18.638523019800573,30.008978120803825,43.57796906816416,Clothing,20.125316090490763
P99095,25.393612290402125,12.012916486493669,35.43166658460308,46.98572838284885,Electronics,59.04466882619761
P61728,27.654128666248532,14.175976470166924,30.21871556765619,89.30575724242692,Electronics,16.245052784466484
P43517,50.56207129940322,19.070167655024335,28.153331947477042,70.17168012834148,Electronics,98.58039227235882
P89025,25.32298798688109,,14.296907814305838,58.193553028809326,Clothing,46.4195622421631
P11952,30.268858389945308,4.642614750418749,18.028465269832765,38.46629363068725,Electronics,59.73640749605509
P72651,44.53534077157317,32.17052841537961,20.487380678029268,83.17499198884138,Electronics,16.037346510519313
P27107,33.31263431403564,31.941508551676172,14.180654265315201,33.87062726660551,Electronics,28.937810087192783
P49592,,14.819665554918727,40.32855348926234,50.40351093857879,Food,61.462478267941556
P73907,24.263379931197637,11.108336344503744,21.759646581187155,58.190321524831575,Toys,54.955337328639764
P59181,37.42095372009307,-1.9800387418018772,19.532749411417235,5.636686284611429,Clothing,78.43639454411661
P14962,34.190190093660455,13.933743448899278,37.82046239122253,40.057058861554914,Clothing,26.923317857431616
P31151,25.557067399238882,7.569929871871485,28.02530466723606,26.99407885986343,Food,65.3542146706534
P82517,33.91804005402547,18.155802998557995,22.08338642311927,34.457929415748296,Furniture,29.097550574886544
P64583,22.998791850608267,19.6521844014891,10.495893768074549,,Toys,58.675261974612035
P57783,39.843223984765835,20.05650526902541,16.28758817340779,39.58440514663212,Toys,60.50309676852086
P21002,51.6325472330546,10.813893689979054,18.3690687764714,83.55649832765978,Furniture,12.183911135448877
P78411,29.846901508270044,15.750285643139211,27.766632127477195,87.30217391561486,Clothing,54.86331106862661
P04096,38.35692112065142,14.442294951287534,27.9776617415402,64.97287448413249,Clothing,1.1938299954182496
P65766,38.52433334796224,33.6849069806554,33.441239837595894,71.04484345774144,Electronics,50.12107513746915
P77398,10.336434106239981,22.01792317141342,14.804935438590295,24.178125098139848,Food,69.7521888608075
P30739,20.73069528421917,33.11971623497114,22.857006073191513,11.900042078183724,Furniture,7.283272898998872
P06506,32.19150327663939,32.30345534730042,26.96680638169851,34.292720347802515,Clothing,93.87108164170272
P37524,40.49552715319335,9.19140507033583,20.605535417936096,43.18681976657222,Toys,45.875553198945425
P09031,41.88393273448084,22.08224405266309,23.23347413750857,33.286082822833066,Furniture,93.84162756240619
P18015,12.750821674869673,19.338554513258405,19.747606062885957,44.66246372586806,Food,10.739842369113251
P74940,27.40408648636395,21.386733314963266,16.090379867031874,81.01643164772625,Food,94.99025944195347
P02308,31.798941511534785,25.433142203505565,27.505137711802025,21.464468888361317,Food,10.919709942534672
P08572,35.883172064845766,13.982748755275335,23.094997162619407,30.480205178948488,Food,46.1495798451336
P43713,26.208722590125127,23.318924002895283,8.422920043379282,60.150723258078784,Electronics,93.79920667268657
P35281,23.904877978407168,23.15037838573001,26.39044299035726,12.505389812319073,Furniture,23.270820038887152
P43892,48.31458765854354,19.123121568593355,24.319009561067528,46.27935837830009,Food,3.478498085873405
P85834,32.44966571108723,15.610200738072308,15.76267713100697,70.5676923889525,Furniture,79.31106750282208
P74981,26.484865159586914,27.40972321793274,33.13615799285183,58.67551019356176,Food,59.58836376690099
P68849,27.51308873816453,15.168154992246164,35.560980489692,86.81103791146617,Clothing,51.392119290144066
P48167,27.610519531335903,13.846861201701614,40.40836255616103,50.263509646944435,Food,3.4343384353218376
P74018,28.790518513922184,30.109653421237347,20.84947241168843,99.59928911535592,Furniture,65.32312688068451
P04424,32.16458589581975,,6.767729141997609,48.50359537615647,Food,17.162335188456478
P15633,32.24451818559972,10.034260988428924,24.799297446537523,13.027062825079994,Furniture,93.11966802046953
P71131,23.373762410541534,30.88526876670921,16.30901676829113,44.422265571536876,Clothing,68.57269510756821
P63615,28.843517176117594,33.29007371638296,19.72121857392458,4.6325820788348935,Electronics,70.70338880338365
P35005,23.99361310081195,16.089204625709808,20.411739761282057,48.40679594909268,Food,23.258027261128046
P46843,35.689830791852756,32.4332833657182,38.0794792843829,31.15568782492465,Furniture,88.07538380567183
