Product ID,Height (cm),Width (cm),Depth (cm),Avg Daily Demand,Product Category,Product_Label
P35638,0.46997278044069496,0.34123588734149696,0.3816513150233,0.7322493142670818,Electronics,1
P19795,0.21193180938567985,0.5632378896018609,0.5043728414954145,0.22428198528980675,Toys,4
P88961,0.3219380686069108,0.5001984144060345,0.161917299059367,0.252449861116192,Furniture,3
P01414,0.6391798124788788,0.5168808586886943,0.3430223899845132,0.37703920683301484,Food,2
P54326,0.27594700837086594,0.5441555187652822,0.6213819665735418,0.26289338005787327,Food,2
P22255,0.47738562217053165,0.19646902734114136,0.47573792906032225,0.5182091580569655,Electronics,1
P02202,0.2608910010058964,0.1346721714533874,0.3370746358107215,0.015181659138336766,Electronics,1
P51024,0.6707269796825274,0.5576774587609877,0.4889404849897049,0.28090501636828236,Electronics,1
P55072,0.1743460608884217,0.6800731045245687,0.6469545583385349,0.0012260915193734192,Clothing,0
P89057,0.31990725020795663,0.42441967568995914,0.39664761613288624,0.2609856101627501,Furniture,3
P08578,0.4416574427205583,0.47774036353047983,0.4500858809992209,0.44750557086819587,Food,2
P17412,0.30224139141029643,0.42817549861392884,0.5591251260946187,0.2539913098147831,Food,2
P43915,0.33999280933785364,0.48252421305893534,0.2161363786068799,0.6451719798087387,Furniture,3
P85642,0.44388857422107175,0.6352053476413847,0.4937362012736095,0.4037062892963558,Clothing,0
P48227,0.48148134960923733,0.3909997021058307,0.8829677546502873,0.22199563281933724,Food,2
P06891,0.30577819365253023,0.41579953459634594,0.6810629214619094,0.2560882195321288,Food,2
P30456,0.27606612061625413,0.4077843209136019,0.36795832980437554,0.04356913627405326,Toys,4
P12076,0.4028577298894648,0.21176890704772428,0.3084275700858399,0.13213538232339175,Furniture,3
P78355,0.38507685682211484,0.4339223549309261,0.3739593444885519,0.29672981294649853,Food,2
P96889,0.5798555718778451,0.014132624161953128,0.6027051979999353,0.2963873217156152,Clothing,0
P29400,0.46560114092671157,0.4381694215110658,0.02447806761912924,0.3127048918801524,Clothing,0
P05309,0.4542412172771652,0.5524820055352265,0.44477335703891463,0.2759947150811386,Electronics,1
P47706,0.5662143479494076,0.30952008309834195,0.8090972143607705,0.3046743128221692,Electronics,1
P35407,0.48877939777612506,0.5598627686621048,0.19621305761198637,0.11135430673539415,Clothing,0
P52994,0.5232689349041054,0.388477766002656,0.5425078216216481,0.1312237020146535,Food,2
P88811,0.3366775033993386,0.5961261066490163,0.5312606642260065,0.43558092349510075,Furniture,3
P41237,0.5225361320637065,0.24580398031129247,0.23069071775484878,0.1466020636415676,Clothing,0
P09603,0.4367282910980943,0.4276881591271937,0.6763879433045716,0.08778724537211409,Furniture,3
P89068,0.5400434236869396,0.6993767309433957,0.47492293668782665,0.2682416895427197,Food,2
P17016,0.11258357817433298,0.6439582345812189,0.7127073769288162,0.2620144711488575,Furniture,3
P92196,0.2700947664753663,0.6866207615597086,0.5418227950902219,0.16938998025381458,Toys,4
P85912,0.40777949398077484,0.1521630472026229,0.5597971137430836,0.26836299253139145,Toys,4
P92283,0.3849374088914068,0.5191960592897303,0.41562308668463627,0.25200331437015644,Furniture,3
P92557,0.2133255542663541,0.497856669647878,0.5765848439892098,0.33453572336306747,Clothing,0
P99536,0.4471607405930002,0.6036262284926268,0.5124387831420564,0.10169621261977382,Electronics,1
P99063,0.4889758523607353,0.6083586014706386,0.40198004791410313,0.2868975818314198,Furniture,3
P01748,0.5066205165068831,0.6473666157159733,0.7928639860591956,0.027535180704884973,Clothing,0
P44974,0.46560114092671157,0.42388569762634576,0.6377694908983795,0.0055908529891262335,Clothing,0
P76964,0.502218968629152,0.5788515751532421,0.18393559649581562,0.28072673729421765,Food,2
P57938,0.42553225656938765,0.390210291548017,0.4283522492579479,0.3814650122458761,Furniture,3
P55597,0.473553332001368,0.021200006544912407,0.44811136650580896,0.3870789637465914,Furniture,3
P44186,0.4184718802426256,0.43338903565179443,0.7157846453952794,0.2616579875247422,Clothing,0
P15156,0.4429913877428752,0.417916898476139,0.4882619194086402,0.4406941750667113,Clothing,0
P35409,0.047520492767444925,0.5239497065050263,0.35656586821394376,0.248682448169271,Toys,4
P18358,0.3350799959337442,0.49646600072505337,0.45143346537846973,0.23521009663606068,Furniture,3
P33172,0.5009548051599921,0.1640697971106391,0.5101621563112319,0.3298605475573846,Clothing,0
P75154,0.3636086521007652,0.42906884458760525,0.6865968221742885,0.31793155774294973,Toys,4
P88675,0.5662779557917403,0.4057187024811081,0.7305426647696409,0.4304139954643256,Electronics,1
P34603,0.3984166207236438,0.4883011475632839,0.5825393349243655,0.5675110041554325,Toys,4
P35158,0.5140633149800492,0.19868668187928745,0.42667586573044913,0.46318364722144395,Clothing,0
P26752,0.4851686165031349,0.5185241038517855,0.45546733847633,0.27248386600127555,Furniture,3
P87321,0.5337518285027779,0.20202304649770975,0.5114785889189489,0.4175634432722108,Food,2
P18347,0.46560114092671157,0.32012185050020975,0.3299017886271112,0.0449651293057196,Clothing,0
P07348,0.7480527174719456,0.1923584911774656,0.5621104302773415,0.15675114375684318,Clothing,0
P98120,0.42206653054932014,0.41228291180551857,0.47256603821682897,0.06751306651938659,Food,2
P31278,0.25107878047706805,0.4170612647550384,0.548469465714288,0.1383370939688811,Clothing,0
P29552,0.4138200992401872,0.4621548283854752,0.39726337033897946,0.45358810555949874,Food,2
P20972,0.31942333237982606,0.30485701953787414,0.36612117394502336,0.3449857928007342,Food,2
P48017,0.5872830347917333,0.5014172000124655,0.41192954876439136,0.187577729717415,Toys,4
P77816,0.5656839651969532,0.6020070606271726,0.6505422440392767,0.3311574105883249,Electronics,1
P01014,0.46715656120724763,0.520938216483209,0.7418778207891541,0.18386165306895932,Toys,4
P59475,0.4809403244232988,0.5181795199092862,0.6158670945634754,0.22560723546535372,Clothing,0
P94091,0.503433438262825,0.6480474603242742,0.669705485741251,0.16908865348659685,Toys,4
P74769,0.3664796435058091,0.6108188902641305,0.38837349058239207,0.482835690620948,Toys,4
P71926,0.45316827555709377,0.4706217206618912,0.498848933984372,0.21055723822008138,Electronics,1
P96297,0.5906614002583445,0.442637055435448,0.370956438234892,0.4167078167337817,Food,2
P78211,0.40130769313312303,0.42388569762634576,0.5482951405055412,0.08031877692625931,Clothing,0
P23112,0.5150306801612243,0.40378521846461746,0.289940524726211,0.481568645345427,Toys,4
P31646,0.4000096952824892,0.39155944476557003,0.3778857893736546,0.19833430776274955,Food,2
P96903,0.44933147608227003,0.3064204690080648,0.5477889698187629,0.22574461459912232,Electronics,1
P62766,0.47514026475479043,0.43273576925930907,0.21092741025866205,0.19976671998316062,Food,2
P04534,0.5531333235148604,0.6240401245886963,0.710952333610959,0.3800242150328049,Food,2
P74114,0.6135254572582852,0.36401518321552156,0.15771508920202826,0.3141706102652059,Furniture,3
P58428,0.3117941582840978,0.14622608236053256,0.5490604862214674,0.5900898785265472,Food,2
P66653,0.4161818159967958,0.4636045663765586,0.6732281119303638,0.29849217858850735,Clothing,0
P93000,0.16750389532776275,0.28302627875453584,0.642337667106025,0.28122192711624155,Electronics,1
P10893,0.5259219768809735,0.43475784193554423,0.591083106797607,0.06487180935465349,Furniture,3
P85460,0.36027612689944155,0.2063893563706619,0.36308990456832413,0.11038969699893225,Toys,4
P46598,0.27485568921071407,0.24094338390559766,0.38235413404082375,0.34899735278355604,Toys,4
P06246,0.25504464354256373,0.5207127302017298,0.4381870024449674,0.266335359719492,Toys,4
P32036,0.2944654318950173,0.3690589755147928,0.7225982793367133,0.012801518749557877,Clothing,0
P62040,0.7227492705419954,0.4458831279209445,0.7495145276240803,0.2924459688131946,Food,2
P13828,0.5303386116396198,0.32724095372791817,0.3973780503890154,0.2390317572014167,Toys,4
P42731,0.4351233386125038,0.53292506855848,0.38827238713135287,0.4204593743047135,Electronics,1
P17611,0.3308482127055135,0.566259491063207,0.47126926390071433,0.10516510396967334,Toys,4
P59395,0.40153338897492136,0.4198668913683894,0.67227791212694,0.05179034546963179,Clothing,0
P41929,0.3865928173415165,0.7220501378630145,0.3383359081640084,0.2242255219098385,Clothing,0
P88127,0.4021721649100237,0.4503576897571752,0.4573330115272426,0.14443860034633693,Furniture,3
P29355,0.3784305458350197,0.2746348728180041,0.49926570795062064,0.046232712922245914,Toys,4
P79904,0.28346145758644803,0.2577061651895893,0.5558039234233034,0.4396328553277371,Furniture,3
P80376,0.3933670254808742,0.33503814880985905,0.5698042922342217,0.24024295803855386,Clothing,0
P66702,0.406261828435892,0.27353342118692536,0.4866752578103409,0.1774985221181009,Toys,4
P75259,0.3567149266152593,0.4470942984844254,0.4042408560854515,0.34544669074379275,Toys,4
P94210,0.653146820599254,0.4751320772784807,0.4190370351902006,0.05065871954503642,Clothing,0
P82226,0.4468580414770186,0.21637254957402807,0.5118654103728308,0.0747824697031648,Clothing,0
P11096,0.39226166614371594,0.46018545028938246,0.4603581030611129,0.20194676170449305,Furniture,3
P86871,0.45690715761602013,0.3189283288472705,0.43528358219683083,0.3473659467959132,Furniture,3
P15644,0.43145833128169725,0.5489689309274856,0.19417584068560279,0.15585475321180006,Electronics,1
P72109,0.6808944040065893,0.546653649193099,0.4015629734447984,0.26920289137042647,Toys,4
P01522,0.23285665341483472,0.5045164370455072,0.46688952738582346,0.019352664951020972,Toys,4
P47012,0.2944872272676268,0.46564091755822745,0.3460891649319544,0.2916801044592115,Food,2
P69224,0.5689724898614704,0.34586027670354996,0.4613710010794238,0.23007459825822593,Food,2
P41567,0.24474167454451304,0.5669606130163063,0.4457273258515295,0.20888981743799448,Clothing,0
P35191,0.17652179626368603,0.35803352632551877,0.5084363739305137,0.21689860739505368,Toys,4
P05950,0.6203415057928194,0.7819442017214079,0.4813774209461572,0.2024776354776547,Furniture,3
P34913,0.4834332633848346,0.43572597882633984,0.16927165562164634,0.032884019240446094,Toys,4
P08564,0.4671531014679257,0.475063654764,0.39094420738729835,0.18971856126988143,Toys,4
P05486,0.5612452598169366,0.6612002983279408,0.5148683785727264,0.06896814166388518,Clothing,0
P85375,0.6079652454043253,0.4352140117864311,0.5529387284180155,0.25002577094060324,Toys,4
P44920,0.41418945837427984,0.3694754572776377,0.2675130785397134,0.32553017447701654,Food,2
P31726,0.08955925620414369,0.4441599986240219,0.5956916837877423,0.020914902901279623,Furniture,3
P27118,0.6632327950262074,0.3922430688711222,0.634220083257933,0.6630761174856205,Food,2
P32652,0.31726642916870557,0.3999934573370077,0.37285868213916407,0.2446932086803803,Toys,4
P23156,0.44308399666713966,0.487635444475172,0.1849048791828384,0.3850386459093591,Clothing,0
P27718,0.563459105710711,0.5313828320146098,0.5352428166734294,0.30721098545260606,Electronics,1
P49520,0.5071076284995335,0.6408061081839208,0.40183403419618785,0.348529988345769,Furniture,3
P44112,0.39612064553156634,0.5079049584934228,0.6154959646695588,0.33691547303196095,Electronics,1
P68946,0.5116691198364481,0.5830145130055165,0.7203276970844065,0.39845853591402164,Furniture,3
P98068,0.31698341706242766,0.43051497699113933,0.3523856432417636,0.05281724269310562,Clothing,0
P06196,0.36244956962348535,0.42484658507071743,0.686552197897784,0.2652841082847692,Electronics,1
P65732,0.5943160053948505,0.5855134352794964,0.7780114168929274,0.27055808151146543,Toys,4
P90908,0.5950114448747996,0.4034834482918929,0.22265344954691418,0.45990342064358564,Toys,4
P85502,0.6801012419838137,0.43462601174974685,0.4874761307150354,0.27508129127460945,Electronics,1
P60938,0.3313813149170367,0.34944480413235357,0.533072688235849,0.3536183981203099,Furniture,3
P01452,0.7774748233902509,0.4394499099108799,0.4423380415965205,0.23837258446749404,Electronics,1
P08145,0.37927767036081506,0.3661651128694226,0.5836403128045625,0.3780272604626937,Clothing,0
P55901,0.2915350362150409,0.7559748632103932,0.41668066052405023,0.4760253676672416,Toys,4
P86677,0.4447516766564601,0.5366917399852904,0.6273518299151927,0.40339218803012517,Furniture,3
P02753,0.5268663014190035,0.4015565629236012,0.1298256567742509,0.4801207429042757,Furniture,3
P55148,0.5697016054304244,0.23326581192089857,0.18370597190174853,0.3284963882035363,Clothing,0
P26134,0.5076294506411355,0.5194637723995199,0.45689384268297223,0.5406061051613639,Electronics,1
P96702,0.43677416628714993,0.34870273320526823,0.5101320126364349,0.1688789595480878,Clothing,0
P60452,0.4546517312065738,0.3870285895616633,0.48404770039120604,0.2914808767845427,Electronics,1
P23804,0.6088699167275723,0.4105198709688964,0.27436927839286396,0.4801363891454899,Electronics,1
P74550,0.23766629276089218,0.23998011777458678,0.47126926390071433,0.2833183131764712,Toys,4
P28696,0.19784164586456593,0.4611973889214502,0.2933663350331288,0.06874368965526609,Food,2
P75268,0.29598794141109164,0.4092773349285634,0.26381871588338807,0.3761552732575061,Electronics,1
P09599,0.4226003122455235,0.2778503627038602,0.2381678030854228,0.3861661865807978,Toys,4
P76319,0.48486597493580724,0.5621774057870976,0.40409172433907475,0.22351617425774187,Food,2
P47891,0.20391211479772658,0.44817112505198775,0.3887087406081546,0.2716753388955678,Food,2
P02427,0.3770918819854897,0.5575043598942208,0.4153340719154225,0.3328357437344541,Electronics,1
P19187,0.4832208730174681,0.5555127571260623,0.4199216923163061,0.024904904355190324,Clothing,0
P15731,0.5817902077807513,0.2973865712683373,0.45567033689920133,0.45650293408223885,Electronics,1
P32224,0.26456436977765063,0.5766464717171819,0.3672307391442549,0.2609856101627501,Furniture,3
P45908,0.41760713489985707,0.303758237869131,0.5845143317014831,0.10922856410424514,Food,2
P39972,0.45003216673985413,0.04553574043030786,0.5776737357022287,0.4408080920575052,Food,2
P80351,0.4795988232300759,0.5019160215847459,0.6650915138431709,0.1511516305224017,Clothing,0
P49813,0.25269092769477713,0.5674207027179828,0.24533156262248346,0.33260792938839173,Electronics,1
P38628,0.46408305741928496,0.5892078299313972,0.507586899258655,0.5062826514146644,Clothing,0
P66913,0.3228544619580177,0.46830484131878763,0.23387726714380766,0.07640878803147585,Clothing,0
P94584,0.31705839939094455,0.6142466912808026,0.3858908022922644,0.24781744924226076,Food,2
P95876,0.43416347706839775,0.3853176306947649,0.7353161497766308,0.14930623521626252,Furniture,3
P74744,0.5075683120216963,0.6668524645522268,0.6710208419554636,0.15929017242209279,Clothing,0
P52455,0.53532985735249,0.7333398015452777,0.1970364277270646,0.33634766619007656,Toys,4
P49478,0.3606704894716879,0.6277166163923903,0.43508446319507976,0.23807452437530352,Electronics,1
P83589,0.6843032140391677,0.5401870687841533,0.3459563929411817,0.5820060216106613,Toys,4
P14991,0.6209374948292523,0.4149391639992853,0.34021075920140353,0.026938866683022398,Electronics,1
P83303,0.3124120828675856,0.532825359343002,0.672420044482433,0.02023175444141864,Food,2
P38848,0.40998577931179003,0.5784577811823357,0.6371972212973647,0.4022249788366229,Food,2
P32282,0.6104330926263579,0.26659937966023084,0.645163767840339,0.0727414660362417,Clothing,0
P27396,0.656214205549555,0.4342421996506685,0.7831603141733922,0.3308751571452065,Electronics,1
P81789,0.34748301803683834,0.5743036296229751,0.5897817368929736,0.17577056677607136,Toys,4
P47023,0.41534101993986894,0.5185343455658264,0.40706811637160095,0.43609842158108564,Food,2
P19344,0.6658773032411398,0.43796251073808806,0.7847728245473176,0.3748151875877114,Food,2
P44577,0.6763224823973301,0.44205448203098113,0.45195768899270167,0.3505114166945225,Electronics,1
P62769,0.5121440874411239,0.2261700712436513,0.3684218694846166,0.18034517964641317,Electronics,1
P14497,0.4037036607986887,0.3311894154263224,0.32401499971640607,0.12603456490867943,Clothing,0
P63303,0.4731716326804643,0.24375194343085044,0.4716600094456646,0.07755885144080284,Food,2
P73992,0.393471436453808,0.3614510427096603,0.3511960424007525,0.15590228766556052,Clothing,0
P05253,0.42797953609749717,0.23772769675460603,0.6883389865360238,0.3742890763565362,Toys,4
P47765,0.16571581648142245,0.08360436368431047,0.5178130325275625,0.2701592213877955,Electronics,1
P23978,0.4601640543186881,0.44449738726193205,0.4927928698843633,0.4395569274815868,Clothing,0
P25453,0.310134500571401,0.26472294237133104,0.34768913792654876,0.22161150351961806,Clothing,0
P79269,0.4630075085498825,0.2628351417234181,0.4455734822928128,0.3077798533054608,Electronics,1
P56250,0.9999999999999999,0.5215706955686286,0.41473884125674004,1.0,Food,2
P31356,0.492395706887193,0.2707668826744784,0.24448172666989015,0.5362994523013377,Furniture,3
P32011,0.46560114092671157,0.4812554348047513,0.5537183096344064,0.3448500017773413,Clothing,0
P71312,0.3815596655843818,0.45774302427657976,0.32683037773348983,0.45074229161883794,Furniture,3
P15112,0.7417363136937579,0.5498980143983578,0.27631621663564865,0.31145583122225307,Clothing,0
P11762,0.47413703019709164,0.5005640325933387,0.40840662419168916,0.3272741202858576,Furniture,3
P11130,0.3924311719517666,0.09452971000968628,0.3429601003132244,0.2638730294825584,Clothing,0
P69884,0.4979594700986589,0.4130114820060481,0.3065255746701099,0.04941874656292836,Electronics,1
P15460,0.6843830069770539,0.567442498788356,0.3725950450804179,0.1289123643299652,Clothing,0
P64784,0.42266153915404586,0.7841095274335858,0.6303376033487729,0.20705129472359843,Electronics,1
P81664,0.697945373453384,0.4077577214239154,0.3569398891813922,0.31628380844171267,Food,2
P80981,0.4727596752999735,0.6756598407928119,0.7394999622739413,0.12967743923532804,Furniture,3
P44757,0.15390205457402426,0.25701519912794285,0.5151732336631063,0.12954270912053512,Electronics,1
P69613,0.45003216673985413,0.5697127555586137,0.3957991930277617,0.2426454637893712,Food,2
P86372,0.42068585666108765,0.157195349404708,0.4273231693362684,0.22296259918414602,Toys,4
P40783,0.514386022928881,0.5624158115951311,0.4977135156425538,0.1995353655733015,Furniture,3
P20713,0.4676119433639787,0.33715109696377304,0.17989626419260638,0.46763945529806916,Electronics,1
P19659,0.4642368762055094,0.3608391662602678,0.5986937035278332,0.3477978124421504,Food,2
P07127,0.38582862350653924,0.4524661879464843,0.5181923859949668,0.4289513245688372,Toys,4
P52453,0.4823951478666414,0.7309516936566811,0.5745215898976086,0.4706153518634861,Clothing,0
P17327,0.4316965850557575,0.12724874338548525,0.6553482661961217,0.2340267823982744,Electronics,1
P88743,0.46991090735722424,0.4118298243022549,0.43039514845637217,0.17108709048437373,Toys,4
P88255,0.4590772379248894,0.3289667241601828,0.5186049032149675,0.1750462308307727,Toys,4
P36836,0.44355959809179407,0.17512471708412453,0.6572763215192416,0.22335890318639517,Food,2
P57425,0.3897082990124616,0.31677707083225043,0.47600103690734197,0.08671995810474169,Electronics,1
P85287,0.33923808461758115,0.5797827341206743,0.1106253182646402,0.41757814864791015,Electronics,1
P77764,0.25244297580469327,0.2485317254699823,0.34727356082530614,0.3877960989150156,Clothing,0
P59984,0.6457391276180213,0.46785199286693213,0.34414151891909295,0.13706715858423407,Toys,4
P57729,0.5235416712552753,0.3678663850818705,0.5554558921475856,0.5227252788059955,Toys,4
P63376,0.4520294238833105,0.5851924861262872,0.3809665191929241,0.06667069359319582,Food,2
P06506,0.4160030746600751,0.4476252238754991,0.26731408246893884,0.22766045650885755,Clothing,0
P25972,0.5492243148561522,0.5541870424411046,0.25610105243585524,0.448180158492062,Electronics,1
P64503,0.25913764494692754,0.2476235040134751,0.6932098651575622,0.021485029686447457,Clothing,0
P44980,0.6822020035545894,0.5007233096992212,0.39380878523315477,0.2983095907083963,Electronics,1
P21702,0.4772753369261068,0.40722520236303006,0.6242922755650286,0.39512885823910454,Electronics,1
P08690,0.45411380994111544,0.5377235784947121,0.23434573621518662,0.28896606972735445,Food,2
P91870,0.2625137944744352,0.33717705790287567,0.4289000066158018,0.37002444046818217,Furniture,3
P44827,0.25054326696626733,0.5085984445126757,0.3987399577744718,0.5254317251619773,Food,2
P33199,0.35738227292644015,0.5391221994642839,0.7259681579374414,0.22999437074818302,Electronics,1
P32896,0.47863918115725196,0.4903481324801978,0.5600340160535203,0.26231667490977084,Clothing,0
P62611,0.30505060681863355,0.6031173352515853,0.5170387313975451,0.07576101199441797,Food,2
P63088,0.22517335348529066,0.34449771136060997,0.42336235345265766,0.3107918352191581,Furniture,3
P51944,0.37505414110479696,0.443608259262522,0.30243624290729576,0.38990468315509524,Furniture,3
P02323,0.5310312269251181,0.4063166384451946,0.4152812421420542,0.11568818210749576,Clothing,0
P43151,0.5241089597854721,0.2572780299450059,0.4417485652546645,0.37917869419514066,Clothing,0
P15499,0.4141871970592988,0.4102260504339491,0.570203502452937,0.2311041088295774,Clothing,0
P99095,0.38299205363504374,0.2909875473079203,0.6665956666593535,0.2491774529732605,Electronics,1
P61728,0.4141274529716904,0.32991530936690283,0.5739317355152257,0.4736253599759077,Electronics,1
P43517,0.729651794881049,0.4179941936111403,0.5372180650924061,0.37214613899206483,Electronics,1
P89025,0.38201930425950487,0.42388569762634576,0.29091021995711625,0.30861911337915077,Clothing,0
P11952,0.45014163759542114,0.1583470498411752,0.3572413214762362,0.20399389921640815,Electronics,1
P72651,0.6466421499683513,0.6537563686849571,0.4009503007729195,0.44111032001557,Electronics,1
P27107,0.49206532366132677,0.6496347859141046,0.2888437300123789,0.17962038803277483,Electronics,1
P49592,0.45003216673985413,0.34149953528773497,0.753641332248532,0.267303956236505,Food,2
P73907,0.36742470972060043,0.2747081649530833,0.4235657367637782,0.3086019748203212,Toys,4
P59181,0.5486515827465759,0.03916169146454072,0.38398104752849177,0.029879257636295762,Clothing,0
P14962,0.5041524069183858,0.3255559344600996,0.709058219908436,0.2124306592145059,Clothing,0
P31151,0.38524341537770834,0.21102881889968278,0.5349422886574746,0.14315002308059374,Food,2
P82517,0.500403927033852,0.40153872309680916,0.429320443900654,0.18273519541134828,Furniture,3
P64583,0.3500068067554998,0.42846852608075997,0.2233444778826541,0.25002577094060324,Toys,4
P57783,0.5820149119388419,0.4357449338760753,0.3262959865077921,0.20992389965147606,Toys,4
P21002,0.7443960789882702,0.2694091932732098,0.3632957923093606,0.4431336716427665,Furniture,3
P78411,0.4443297814398176,0.35824754858140084,0.5303441993343314,0.4629991837580106,Clothing,0
P04096,0.5615432030391102,0.33470814106977936,0.5340954015925792,0.3445738268457756,Clothing,0
P65766,0.5638490684629818,0.6810100597065855,0.6312144082449733,0.37677703568652515,Electronics,1
P77398,0.17560083070201088,0.47104382062850236,0.29994077417544096,0.12821537050433388,Food,2
P30739,0.3187670010707654,0.6708385383285361,0.4430720862531318,0.06309750291076796,Furniture,3
P06506,0.47662333751558555,0.6561486037667863,0.5161267248955357,0.18185899493328794,Clothing,0
P37524,0.5909994607147586,0.24020988701004187,0.4030505857453824,0.22902961492128726,Toys,4
P09031,0.6101227737225792,0.47220137889300284,0.4497640752391073,0.17652020638143226,Furniture,3
P18015,0.20885558696298864,0.4228242491047248,0.3878002781126334,0.23685581937034428,Food,2
P74940,0.4106834774248214,0.4596845385321227,0.32279046787474525,0.42966220989471493,Food,2
P02308,0.4712163573001672,0.5325062094961586,0.5256959491493739,0.11382326177892411,Food,2
P08572,0.5274708266855778,0.3264378641895726,0.4473025480111588,0.16163899336134993,Food,2
P43713,0.39421903918421364,0.494457434300214,0.1864958879257795,0.3189991337488202,Electronics,1
P35281,0.3624868549975089,0.49142418338224725,0.5058814535634982,0.06630801659889186,Furniture,3
P43892,0.6986959029404097,0.41894718491192073,0.4690602434586376,0.24543115899939574,Food,2
P85834,0.4801791580246251,0.3557264941984155,0.3169653174622369,0.3742464240210864,Furniture,3
P74981,0.39802251049099474,0.5680779809683759,0.6257913603470008,0.31117521458722286,Food,2
P68849,0.41218482847658455,0.34777116621741166,0.6688943137707848,0.4603944017870298,Clothing,0
P48167,0.4135267991366914,0.32399234793379494,0.7550599954693709,0.2665614473646594,Food,2
P74018,0.42977960753579186,0.6166675907449943,0.4073867402035938,0.5282179901513255,Furniture,3
P04424,0.4762525888628127,0.4227936630057131,0.15707368633259297,0.2572275909088161,Food,2
P15633,0.4773535425160505,0.2553784421482194,0.47759770398797446,0.06907475421720646,Furniture,3
P71131,0.3551714931288231,0.6306260430513198,0.3266768951014716,0.23558190783345906,Clothing,0
P63615,0.43050958876016787,0.6739043966733912,0.38733122163152806,0.02455390476031132,Electronics,1
P35005,0.3637090551553045,0.36434694370237014,0.399605729400897,0.25671420683538804,Food,2
P46843,0.5248078255203512,0.658485068889207,0.7136624303594744,0.16522147357678219,Furniture,3
P66910,0.4562957272366899,0.4817704332553831,0.65208619347436,0.024502068865646112,Furniture,3
P63739,0.41131900877701744,0.31798649367035275,0.5981725971404677,0.1850421598897497,Furniture,3
P82622,0.2769044349216185,0.2810321823095743,0.4383477297783947,0.18544982700103818,Toys,4
P43850,0.9999999999999999,0.521285530943857,0.6941548679534053,1.0,Furniture,3
P02278,0.517133787374536,0.44713041794712133,0.5041367393822679,0.09335278694599378,Electronics,1
P55152,0.41463054712938585,0.4198621392225152,0.6064105983044386,0.38395542579584946,Electronics,1
P14499,0.38177507328676563,0.4474562291684222,0.6543758029972405,0.36981900589513417,Electronics,1
P71989,0.6225270640304397,0.39561704639357753,0.3303735537431487,0.27965758420972603,Clothing,0
P99987,0.5113692863569583,0.45537208881507757,0.5757702351924058,0.12117984517737461,Clothing,0
P49676,0.5737936399550233,0.5741204183039511,0.47617335644740966,0.3500012252063751,Clothing,0
