Product ID,Height (cm),Width (cm),Depth (cm),Avg Daily Demand,Product Category,Product_Label,Cluster
P59475,0.4809403244232988,0.5181795199092862,0.6158670945634754,0.2256072354653537,Clothing,0,1
P94091,0.503433438262825,0.6480474603242742,0.669705485741251,0.1690886534865968,Toys,4,2
P74769,0.3664796435058091,0.6108188902641305,0.388373490582392,0.482835690620948,Toys,4,2
P71926,0.4531682755570937,0.4706217206618912,0.498848933984372,0.2105572382200813,Electronics,1,3
P96297,0.5906614002583445,0.442637055435448,0.370956438234892,0.4167078167337817,Food,2,0
P78211,0.401307693133123,0.4238856976263457,0.5482951405055412,0.0803187769262593,Clothing,0,1
P23112,0.5150306801612243,0.4037852184646174,0.289940524726211,0.481568645345427,Toys,4,2
P31646,0.4000096952824892,0.39155944476557,0.3778857893736546,0.1983343077627495,Food,2,0
P96903,0.44933147608227,0.3064204690080648,0.5477889698187629,0.2257446145991223,Electronics,1,3
P62766,0.4751402647547904,0.432735769259309,0.210927410258662,0.1997667199831606,Food,2,0
P04534,0.5531333235148604,0.6240401245886963,0.710952333610959,0.3800242150328049,Food,2,0
P74114,0.6135254572582852,0.3640151832155215,0.1577150892020282,0.3141706102652059,Furniture,3,4
P58428,0.3117941582840978,0.1462260823605325,0.5490604862214674,0.5900898785265472,Food,2,0
P66653,0.4161818159967958,0.4636045663765586,0.6732281119303638,0.2984921785885073,Clothing,0,1
P93000,0.1675038953277627,0.2830262787545358,0.642337667106025,0.2812219271162415,Electronics,1,3
P10893,0.5259219768809735,0.4347578419355442,0.591083106797607,0.0648718093546534,Furniture,3,4
P85460,0.3602761268994415,0.2063893563706619,0.3630899045683241,0.1103896969989322,Toys,4,2
P46598,0.274855689210714,0.2409433839055976,0.3823541340408237,0.348997352783556,Toys,4,2
P06246,0.2550446435425637,0.5207127302017298,0.4381870024449674,0.266335359719492,Toys,4,2
P32036,0.2944654318950173,0.3690589755147928,0.7225982793367133,0.0128015187495578,Clothing,0,1
P62040,0.7227492705419954,0.4458831279209445,0.7495145276240803,0.2924459688131946,Food,2,0
P13828,0.5303386116396198,0.3272409537279181,0.3973780503890154,0.2390317572014167,Toys,4,2
P42731,0.4351233386125038,0.53292506855848,0.3882723871313528,0.4204593743047135,Electronics,1,3
P17611,0.3308482127055135,0.566259491063207,0.4712692639007143,0.1051651039696733,Toys,4,2
P59395,0.4015333889749213,0.4198668913683894,0.67227791212694,0.0517903454696317,Clothing,0,1
P41929,0.3865928173415165,0.7220501378630145,0.3383359081640084,0.2242255219098385,Clothing,0,1
P88127,0.4021721649100237,0.4503576897571752,0.4573330115272426,0.1444386003463369,Furniture,3,4
P29355,0.3784305458350197,0.2746348728180041,0.4992657079506206,0.0462327129222459,Toys,4,2
P79904,0.283461457586448,0.2577061651895893,0.5558039234233034,0.4396328553277371,Furniture,3,4
P80376,0.3933670254808742,0.335038148809859,0.5698042922342217,0.2402429580385538,Clothing,0,1
P66702,0.406261828435892,0.2735334211869253,0.4866752578103409,0.1774985221181009,Toys,4,2
P75259,0.3567149266152593,0.4470942984844254,0.4042408560854515,0.3454466907437927,Toys,4,2
P94210,0.653146820599254,0.4751320772784807,0.4190370351902006,0.0506587195450364,Clothing,0,1
P82226,0.4468580414770186,0.216372549574028,0.5118654103728308,0.0747824697031648,Clothing,0,1
P11096,0.3922616661437159,0.4601854502893824,0.4603581030611129,0.201946761704493,Furniture,3,4
P86871,0.4569071576160201,0.3189283288472705,0.4352835821968308,0.3473659467959132,Furniture,3,4
P15644,0.4314583312816972,0.5489689309274856,0.1941758406856027,0.1558547532118,Electronics,1,3
P72109,0.6808944040065893,0.546653649193099,0.4015629734447984,0.2692028913704264,Toys,4,2
P01522,0.2328566534148347,0.5045164370455072,0.4668895273858234,0.0193526649510209,Toys,4,2
P47012,0.2944872272676268,0.4656409175582274,0.3460891649319544,0.2916801044592115,Food,2,0
P69224,0.5689724898614704,0.3458602767035499,0.4613710010794238,0.2300745982582259,Food,2,0
P41567,0.244741674544513,0.5669606130163063,0.4457273258515295,0.2088898174379944,Clothing,0,1
P35191,0.176521796263686,0.3580335263255187,0.5084363739305137,0.2168986073950536,Toys,4,2
P05950,0.6203415057928194,0.7819442017214079,0.4813774209461572,0.2024776354776547,Furniture,3,4
P34913,0.4834332633848346,0.4357259788263398,0.1692716556216463,0.032884019240446,Toys,4,2
P08564,0.4671531014679257,0.475063654764,0.3909442073872983,0.1897185612698814,Toys,4,2
P05486,0.5612452598169366,0.6612002983279408,0.5148683785727264,0.0689681416638851,Clothing,0,1
P85375,0.6079652454043253,0.4352140117864311,0.5529387284180155,0.2500257709406032,Toys,4,2
P44920,0.4141894583742798,0.3694754572776377,0.2675130785397134,0.3255301744770165,Food,2,0
P31726,0.0895592562041436,0.4441599986240219,0.5956916837877423,0.0209149029012796,Furniture,3,4
P27118,0.6632327950262074,0.3922430688711222,0.634220083257933,0.6630761174856205,Food,2,0
P32652,0.3172664291687055,0.3999934573370077,0.372858682139164,0.2446932086803803,Toys,4,2
P23156,0.4430839966671396,0.487635444475172,0.1849048791828384,0.3850386459093591,Clothing,0,1
P27718,0.563459105710711,0.5313828320146098,0.5352428166734294,0.307210985452606,Electronics,1,3
P49520,0.5071076284995335,0.6408061081839208,0.4018340341961878,0.348529988345769,Furniture,3,4
P44112,0.3961206455315663,0.5079049584934228,0.6154959646695588,0.3369154730319609,Electronics,1,3
P68946,0.5116691198364481,0.5830145130055165,0.7203276970844065,0.3984585359140216,Furniture,3,4
P98068,0.3169834170624276,0.4305149769911393,0.3523856432417636,0.0528172426931056,Clothing,0,1
P06196,0.3624495696234853,0.4248465850707174,0.686552197897784,0.2652841082847692,Electronics,1,3
P65732,0.5943160053948505,0.5855134352794964,0.7780114168929274,0.2705580815114654,Toys,4,2
P90908,0.5950114448747996,0.4034834482918929,0.2226534495469141,0.4599034206435856,Toys,4,2
P85502,0.6801012419838137,0.4346260117497468,0.4874761307150354,0.2750812912746094,Electronics,1,3
P60938,0.3313813149170367,0.3494448041323535,0.533072688235849,0.3536183981203099,Furniture,3,4
P01452,0.7774748233902509,0.4394499099108799,0.4423380415965205,0.238372584467494,Electronics,1,3
P08145,0.379277670360815,0.3661651128694226,0.5836403128045625,0.3780272604626937,Clothing,0,1
P55901,0.2915350362150409,0.7559748632103932,0.4166806605240502,0.4760253676672416,Toys,4,2
P86677,0.4447516766564601,0.5366917399852904,0.6273518299151927,0.4033921880301251,Furniture,3,4
P02753,0.5268663014190035,0.4015565629236012,0.1298256567742509,0.4801207429042757,Furniture,3,4
P55148,0.5697016054304244,0.2332658119208985,0.1837059719017485,0.3284963882035363,Clothing,0,1
P26134,0.5076294506411355,0.5194637723995199,0.4568938426829722,0.5406061051613639,Electronics,1,3
P96702,0.4367741662871499,0.3487027332052682,0.5101320126364349,0.1688789595480878,Clothing,0,1
P60452,0.4546517312065738,0.3870285895616633,0.484047700391206,0.2914808767845427,Electronics,1,3
P23804,0.6088699167275723,0.4105198709688964,0.2743692783928639,0.4801363891454899,Electronics,1,3
P74550,0.2376662927608921,0.2399801177745867,0.4712692639007143,0.2833183131764712,Toys,4,2
P28696,0.1978416458645659,0.4611973889214502,0.2933663350331288,0.068743689655266,Food,2,0
P75268,0.2959879414110916,0.4092773349285634,0.263818715883388,0.3761552732575061,Electronics,1,3
P09599,0.4226003122455235,0.2778503627038602,0.2381678030854228,0.3861661865807978,Toys,4,2
P76319,0.4848659749358072,0.5621774057870976,0.4040917243390747,0.2235161742577418,Food,2,0
P47891,0.2039121147977265,0.4481711250519877,0.3887087406081546,0.2716753388955678,Food,2,0
P02427,0.3770918819854897,0.5575043598942208,0.4153340719154225,0.3328357437344541,Electronics,1,3
P19187,0.4832208730174681,0.5555127571260623,0.4199216923163061,0.0249049043551903,Clothing,0,1
P15731,0.5817902077807513,0.2973865712683373,0.4556703368992013,0.4565029340822388,Electronics,1,3
P32224,0.2645643697776506,0.5766464717171819,0.3672307391442549,0.2609856101627501,Furniture,3,4
P45908,0.417607134899857,0.303758237869131,0.5845143317014831,0.1092285641042451,Food,2,0
P39972,0.4500321667398541,0.0455357404303078,0.5776737357022287,0.4408080920575052,Food,2,0
P80351,0.4795988232300759,0.5019160215847459,0.6650915138431709,0.1511516305224017,Clothing,0,1
P49813,0.2526909276947771,0.5674207027179828,0.2453315626224834,0.3326079293883917,Electronics,1,3
P38628,0.4640830574192849,0.5892078299313972,0.507586899258655,0.5062826514146644,Clothing,0,1
P66913,0.3228544619580177,0.4683048413187876,0.2338772671438076,0.0764087880314758,Clothing,0,1
P94584,0.3170583993909445,0.6142466912808026,0.3858908022922644,0.2478174492422607,Food,2,0
P95876,0.4341634770683977,0.3853176306947649,0.7353161497766308,0.1493062352162625,Furniture,3,4
P74744,0.5075683120216963,0.6668524645522268,0.6710208419554636,0.1592901724220927,Clothing,0,1
P52455,0.53532985735249,0.7333398015452777,0.1970364277270646,0.3363476661900765,Toys,4,2
P49478,0.3606704894716879,0.6277166163923903,0.4350844631950797,0.2380745243753035,Electronics,1,3
P83589,0.6843032140391677,0.5401870687841533,0.3459563929411817,0.5820060216106613,Toys,4,2
P14991,0.6209374948292523,0.4149391639992853,0.3402107592014035,0.0269388666830223,Electronics,1,3
P83303,0.3124120828675856,0.532825359343002,0.672420044482433,0.0202317544414186,Food,2,0
P38848,0.40998577931179,0.5784577811823357,0.6371972212973647,0.4022249788366229,Food,2,0
P32282,0.6104330926263579,0.2665993796602308,0.645163767840339,0.0727414660362417,Clothing,0,1
P27396,0.656214205549555,0.4342421996506685,0.7831603141733922,0.3308751571452065,Electronics,1,3
P81789,0.3474830180368383,0.5743036296229751,0.5897817368929736,0.1757705667760713,Toys,4,2
P47023,0.4153410199398689,0.5185343455658264,0.4070681163716009,0.4360984215810856,Food,2,0
P19344,0.6658773032411398,0.437962510738088,0.7847728245473176,0.3748151875877114,Food,2,0
P44577,0.6763224823973301,0.4420544820309811,0.4519576889927016,0.3505114166945225,Electronics,1,3
P62769,0.5121440874411239,0.2261700712436513,0.3684218694846166,0.1803451796464131,Electronics,1,3
P14497,0.4037036607986887,0.3311894154263224,0.324014999716406,0.1260345649086794,Clothing,0,1
P63303,0.4731716326804643,0.2437519434308504,0.4716600094456646,0.0775588514408028,Food,2,0
P73992,0.393471436453808,0.3614510427096603,0.3511960424007525,0.1559022876655605,Clothing,0,1
P05253,0.4279795360974971,0.237727696754606,0.6883389865360238,0.3742890763565362,Toys,4,2
P47765,0.1657158164814224,0.0836043636843104,0.5178130325275625,0.2701592213877955,Electronics,1,3
P23978,0.4601640543186881,0.444497387261932,0.4927928698843633,0.4395569274815868,Clothing,0,1
P25453,0.310134500571401,0.264722942371331,0.3476891379265487,0.221611503519618,Clothing,0,1
P79269,0.4630075085498825,0.2628351417234181,0.4455734822928128,0.3077798533054608,Electronics,1,3
P56250,1.0,0.5215706955686286,0.41473884125674,1.0,Food,2,0
P31356,0.492395706887193,0.2707668826744784,0.2444817266698901,0.5362994523013377,Furniture,3,4
P32011,0.4656011409267115,0.4812554348047513,0.5537183096344064,0.3448500017773413,Clothing,0,1
P71312,0.3815596655843818,0.4577430242765797,0.3268303777334898,0.4507422916188379,Furniture,3,4
P15112,0.7417363136937579,0.5498980143983578,0.2763162166356486,0.311455831222253,Clothing,0,1
P11762,0.4741370301970916,0.5005640325933387,0.4084066241916891,0.3272741202858576,Furniture,3,4
P11130,0.3924311719517666,0.0945297100096862,0.3429601003132244,0.2638730294825584,Clothing,0,1
P69884,0.4979594700986589,0.4130114820060481,0.3065255746701099,0.0494187465629283,Electronics,1,3
P15460,0.6843830069770539,0.567442498788356,0.3725950450804179,0.1289123643299652,Clothing,0,1
P64784,0.4226615391540458,0.7841095274335858,0.6303376033487729,0.2070512947235984,Electronics,1,3
P81664,0.697945373453384,0.4077577214239154,0.3569398891813922,0.3162838084417126,Food,2,0
P80981,0.4727596752999735,0.6756598407928119,0.7394999622739413,0.129677439235328,Furniture,3,4
P44757,0.1539020545740242,0.2570151991279428,0.5151732336631063,0.1295427091205351,Electronics,1,3
P69613,0.4500321667398541,0.5697127555586137,0.3957991930277617,0.2426454637893712,Food,2,0
P86372,0.4206858566610876,0.157195349404708,0.4273231693362684,0.222962599184146,Toys,4,2
P40783,0.514386022928881,0.5624158115951311,0.4977135156425538,0.1995353655733015,Furniture,3,4
P20713,0.4676119433639787,0.337151096963773,0.1798962641926063,0.4676394552980691,Electronics,1,3
P19659,0.4642368762055094,0.3608391662602678,0.5986937035278332,0.3477978124421504,Food,2,0
P07127,0.3858286235065392,0.4524661879464843,0.5181923859949668,0.4289513245688372,Toys,4,2
P52453,0.4823951478666414,0.7309516936566811,0.5745215898976086,0.4706153518634861,Clothing,0,1
P17327,0.4316965850557575,0.1272487433854852,0.6553482661961217,0.2340267823982744,Electronics,1,3
P88743,0.4699109073572242,0.4118298243022549,0.4303951484563721,0.1710870904843737,Toys,4,2
P88255,0.4590772379248894,0.3289667241601828,0.5186049032149675,0.1750462308307727,Toys,4,2
P36836,0.443559598091794,0.1751247170841245,0.6572763215192416,0.2233589031863951,Food,2,0
P57425,0.3897082990124616,0.3167770708322504,0.4760010369073419,0.0867199581047416,Electronics,1,3
P85287,0.3392380846175811,0.5797827341206743,0.1106253182646402,0.4175781486479101,Electronics,1,3
P77764,0.2524429758046932,0.2485317254699823,0.3472735608253061,0.3877960989150156,Clothing,0,1
P59984,0.6457391276180213,0.4678519928669321,0.3441415189190929,0.137067158584234,Toys,4,2
P57729,0.5235416712552753,0.3678663850818705,0.5554558921475856,0.5227252788059955,Toys,4,2
P63376,0.4520294238833105,0.5851924861262872,0.3809665191929241,0.0666706935931958,Food,2,0
P06506,0.4160030746600751,0.4476252238754991,0.2673140824689388,0.2276604565088575,Clothing,0,1
P25972,0.5492243148561522,0.5541870424411046,0.2561010524358552,0.448180158492062,Electronics,1,3
P64503,0.2591376449469275,0.2476235040134751,0.6932098651575622,0.0214850296864474,Clothing,0,1
P44980,0.6822020035545894,0.5007233096992212,0.3938087852331547,0.2983095907083963,Electronics,1,3
P21702,0.4772753369261068,0.40722520236303,0.6242922755650286,0.3951288582391045,Electronics,1,3
P08690,0.4541138099411154,0.5377235784947121,0.2343457362151866,0.2889660697273544,Food,2,0
P91870,0.2625137944744352,0.3371770579028756,0.4289000066158018,0.3700244404681821,Furniture,3,4
P44827,0.2505432669662673,0.5085984445126757,0.3987399577744718,0.5254317251619773,Food,2,0
P33199,0.3573822729264401,0.5391221994642839,0.7259681579374414,0.229994370748183,Electronics,1,3
P32896,0.4786391811572519,0.4903481324801978,0.5600340160535203,0.2623166749097708,Clothing,0,1
P62611,0.3050506068186335,0.6031173352515853,0.5170387313975451,0.0757610119944179,Food,2,0
P63088,0.2251733534852906,0.3444977113606099,0.4233623534526576,0.3107918352191581,Furniture,3,4
P51944,0.3750541411047969,0.443608259262522,0.3024362429072957,0.3899046831550952,Furniture,3,4
P02323,0.5310312269251181,0.4063166384451946,0.4152812421420542,0.1156881821074957,Clothing,0,1
P43151,0.5241089597854721,0.2572780299450059,0.4417485652546645,0.3791786941951406,Clothing,0,1
P15499,0.4141871970592988,0.4102260504339491,0.570203502452937,0.2311041088295774,Clothing,0,1
P99095,0.3829920536350437,0.2909875473079203,0.6665956666593535,0.2491774529732605,Electronics,1,3
P61728,0.4141274529716904,0.3299153093669028,0.5739317355152257,0.4736253599759077,Electronics,1,3
P43517,0.729651794881049,0.4179941936111403,0.5372180650924061,0.3721461389920648,Electronics,1,3
P89025,0.3820193042595048,0.4238856976263457,0.2909102199571162,0.3086191133791507,Clothing,0,1
P11952,0.4501416375954211,0.1583470498411752,0.3572413214762362,0.2039938992164081,Electronics,1,3
P72651,0.6466421499683513,0.6537563686849571,0.4009503007729195,0.44111032001557,Electronics,1,3
P27107,0.4920653236613267,0.6496347859141046,0.2888437300123789,0.1796203880327748,Electronics,1,3
P49592,0.4500321667398541,0.3414995352877349,0.753641332248532,0.267303956236505,Food,2,0
P73907,0.3674247097206004,0.2747081649530833,0.4235657367637782,0.3086019748203212,Toys,4,2
P59181,0.5486515827465759,0.0391616914645407,0.3839810475284917,0.0298792576362957,Clothing,0,1
P14962,0.5041524069183858,0.3255559344600996,0.709058219908436,0.2124306592145059,Clothing,0,1
P31151,0.3852434153777083,0.2110288188996827,0.5349422886574746,0.1431500230805937,Food,2,0
P82517,0.500403927033852,0.4015387230968091,0.429320443900654,0.1827351954113482,Furniture,3,4
P64583,0.3500068067554998,0.4284685260807599,0.2233444778826541,0.2500257709406032,Toys,4,2
P57783,0.5820149119388419,0.4357449338760753,0.3262959865077921,0.209923899651476,Toys,4,2
P21002,0.7443960789882702,0.2694091932732098,0.3632957923093606,0.4431336716427665,Furniture,3,4
P78411,0.4443297814398176,0.3582475485814008,0.5303441993343314,0.4629991837580106,Clothing,0,1
P04096,0.5615432030391102,0.3347081410697793,0.5340954015925792,0.3445738268457756,Clothing,0,1
P65766,0.5638490684629818,0.6810100597065855,0.6312144082449733,0.3767770356865251,Electronics,1,3
P77398,0.1756008307020108,0.4710438206285023,0.2999407741754409,0.1282153705043338,Food,2,0
P30739,0.3187670010707654,0.6708385383285361,0.4430720862531318,0.0630975029107679,Furniture,3,4
P06506,0.4766233375155855,0.6561486037667863,0.5161267248955357,0.1818589949332879,Clothing,0,1
P37524,0.5909994607147586,0.2402098870100418,0.4030505857453824,0.2290296149212872,Toys,4,2
P09031,0.6101227737225792,0.4722013788930028,0.4497640752391073,0.1765202063814322,Furniture,3,4
P18015,0.2088555869629886,0.4228242491047248,0.3878002781126334,0.2368558193703442,Food,2,0
P74940,0.4106834774248214,0.4596845385321227,0.3227904678747452,0.4296622098947149,Food,2,0
P02308,0.4712163573001672,0.5325062094961586,0.5256959491493739,0.1138232617789241,Food,2,0
P08572,0.5274708266855778,0.3264378641895726,0.4473025480111588,0.1616389933613499,Food,2,0
P43713,0.3942190391842136,0.494457434300214,0.1864958879257795,0.3189991337488202,Electronics,1,3
P35281,0.3624868549975089,0.4914241833822472,0.5058814535634982,0.0663080165988918,Furniture,3,4
P43892,0.6986959029404097,0.4189471849119207,0.4690602434586376,0.2454311589993957,Food,2,0
P85834,0.4801791580246251,0.3557264941984155,0.3169653174622369,0.3742464240210864,Furniture,3,4
P74981,0.3980225104909947,0.5680779809683759,0.6257913603470008,0.3111752145872228,Food,2,0
P68849,0.4121848284765845,0.3477711662174116,0.6688943137707848,0.4603944017870298,Clothing,0,1
P48167,0.4135267991366914,0.3239923479337949,0.7550599954693709,0.2665614473646594,Food,2,0
P74018,0.4297796075357918,0.6166675907449943,0.4073867402035938,0.5282179901513255,Furniture,3,4
P04424,0.4762525888628127,0.4227936630057131,0.1570736863325929,0.2572275909088161,Food,2,0
P15633,0.4773535425160505,0.2553784421482194,0.4775977039879744,0.0690747542172064,Furniture,3,4
P71131,0.3551714931288231,0.6306260430513198,0.3266768951014716,0.235581907833459,Clothing,0,1
P63615,0.4305095887601678,0.6739043966733912,0.387331221631528,0.0245539047603113,Electronics,1,3
P35005,0.3637090551553045,0.3643469437023701,0.399605729400897,0.256714206835388,Food,2,0
